"species_code","alt_full_spp_code","n_locations","scientific_name","american_english_name","nom_francais_canadien","nombre_espanol_mexicano","taxonomy_version","taxonomic_sort_order"
"ixlbun",NA,"3","Passerina amoena x cyanea","Lazuli x Indigo Bunting (hybrid)","Hybride Passerin azuré x P. indigo","Colorín Pecho Canela x Azul (híbrido)",2021.01,33476
"orbbun1",NA,"1","Passerina leclancherii","Orange-breasted Bunting","Passerin arc-en-ciel","Colorín Pecho Naranja",2021.01,33479
"varbun",NA,"2","Passerina versicolor","Varied Bunting","Passerin varié","Colorín Morado",2021.01,33482
"paibun",NA,"542","Passerina ciris","Painted Bunting","Passerin nonpareil","Colorín Sietecolores",2021.01,33487
"dickci",NA,"123","Spiza americana","Dickcissel","Dickcissel d'Amérique","Arrocero Americano",2021.01,33493
"reccar",NA,"27","Paroaria coronata","Red-crested Cardinal","Paroare huppé","Cardenilla Crestada",2021.01,33495
"yebcar",NA,"5","Paroaria capitata","Yellow-billed Cardinal","Paroare à bec jaune","Cardenilla Piquigualda",2021.01,33508
"tanage",NA,"3","Thraupidae sp. (tanager sp.)","tanager sp. (Thraupidae sp.)","Tangara sp. (Thraupidé)","Tangara sp. (Thraupidae sp.)",2021.01,34089
"saffin",NA,"8","Sicalis flaveola","Saffron Finch","Sicale bouton-d'or","Chirigüe Azafranado",2021.01,34327
"yellow4",NA,"1","Sicalis sp.","yellow-finch sp.","Sicalis sp.","Chirigüe sp.",2021.01,34345
"blbgra1",NA,"1","Volatinia jacarina","Blue-black Grassquit","Jacarini noir","Semillero Brincador",2021.01,34360
"whcsee1",NA,"1","Sporophila morelleti","Morelet's Seedeater","Sporophile de Morelet","Semillero de Collar",2021.01,34424
"whcsee2",NA,"1","Sporophila torqueola","Cinnamon-rumped Seedeater","Sporophile à col blanc","Semillero Rabadilla Canela",2021.01,34427
"whcsee",NA,"3","Sporophila morelleti/torqueola","Morelet's/Cinnamon-rumped Seedeater","Sporophile de Morelet ou S. à col blanc","Semillero Semillero de Collar/Rabadilla Canela",2021.01,34430
"grasal2",NA,"1","Saltator grandis","Cinnamon-bellied Saltator","Saltator du Mexique","Saltador Gris Mesoamericano",2021.01,34654
"passer1",NA,"1","Passeriformes sp.","passerine sp.","Passereau sp.","Pájaro sp.",2021.01,34699
